ID Skill Element,Skill Element,ID Year,Year,LV Value,RCA,CIP,ID CIP,Slug CIP
"2.A.1.c","Writing",2013,"2013",4.04,0.9152024892218555,"Engineering","14","engineering"
"2.A.1.d","Speaking",2013,"2013",3.9,0.899655317099083,"Engineering","14","engineering"
"2.A.1.e","Mathematics",2013,"2013",3.2099999999999995,0.885144934154556,"Engineering","14","engineering"
"2.A.1.f","Science",2013,"2013",3.23,1.3592119668903002,"Engineering","14","engineering"
"2.A.2.a","Critical Thinking",2013,"2013",4.0600000000000005,0.9653381052870627,"Engineering","14","engineering"
"2.A.2.b","Active Learning",2013,"2013",3.94,1.0787112214284587,"Engineering","14","engineering"
"2.A.2.c","Learning Strategies",2013,"2013",3.3533333333333335,0.9561054515462143,"Engineering","14","engineering"
"2.A.2.d","Monitoring",2013,"2013",3.7100000000000004,0.7940750891126974,"Engineering","14","engineering"
"2.B.1.a","Social Perceptiveness",2013,"2013",2.935,0.6751143515760977,"Engineering","14","engineering"
"2.B.1.b","Coordination",2013,"2013",3.355,0.7246229400020499,"Engineering","14","engineering"
"2.B.1.c","Persuasion",2013,"2013",3.225,0.853799166525451,"Engineering","14","engineering"
"2.B.1.d","Negotiation",2013,"2013",2.685,0.6580709950632285,"Engineering","14","engineering"
"2.B.1.e","Instructing",2013,"2013",3.393333333333333,0.8755701763598739,"Engineering","14","engineering"
